company,year,award_category,size_category,company_id
CR-Building Performance Specialists,2016,Environment,1-9 Employees,001C000000nvs9qIAA
Croqqer,2016,Community,1-9 Employees,001C000001JKxgeIAD
De Krat,2016,Community,1-9 Employees,001C000001P5t4HIAR
DES ENJEUX ET DES HOMMES,2016,Workers,1-9 Employees,001C000001NuZQ0IAN
Dharma Merchant Services,2016,Workers,1-9 Employees,0018000000OO2jRAAT
"Disconnect, Inc.",2016,Workers,1-9 Employees,001C0000012e68lIAA
Ditto Hangers,2016,Environment,1-9 Employees,0018000000OO2lTAAT
"Dolphin Blue, Inc.",2016,Overall; Environment,1-9 Employees,001C000000q9VPKIA2
Dopper B.V.,2016,Community,1-9 Employees,001C000001BFsliIAD
Eco-Bags Products,2016,Overall; Community; Environment,1-9 Employees,0018000000TFSddAAH
Ecopacto,2016,Environment,1-9 Employees,001C000001HGBd8IAH
Ecoservice,2016,Environment,1-9 Employees,001C0000019M5rQIAS
Ecosia GmbH,2016,Community,1-9 Employees,001C0000015nXQLIA2
EFM,2016,Overall; Community; Environment,1-9 Employees,001C000000q76flIAA
Education Funding Partners,2016,Customers,1-9 Employees,001C000000v6sKQIAY
Emory Knoll Farms,2016,Environment,1-9 Employees,001C0000012DI2AIAW
Endeva,2016,Workers,1-9 Employees,001C000001MVpBpIAL
Energy Opportunities,2016,Environment,1-9 Employees,0018000000f8XMDAA2
evolveEA,2016,Environment,1-9 Employees,001C000000zhmygIAA
Pymwymic,2016,Overall,1-9 Employees,001C0000014yrotIAA
"Rain Water Solutions, Inc",2016,Environment,1-9 Employees,0018000000WEgqqAAD
Raven + Lily,2016,Community,1-9 Employees,001C000000zk55VIAQ
Realize Strategies,2016,Overall; Workers,1-9 Employees,001C000001E9u21IAB
Recicladora Urbana,2016,Environment,1-9 Employees,001C0000019M5bBIAS
REfficient Inc.,2016,Environment,1-9 Employees,001C0000012DudTIAS
Renewal Funds,2016,Overall; Workers,1-9 Employees,001C000000r5d2iIAA
Republica Organic,2016,Environment,1-9 Employees,001C000001NsGDWIA3
"Rivanna Natural Designs, Inc.",2016,Overall,1-9 Employees,001C000000rqCZiIAM
Saul Good Gift Co,2016,Overall; Community; Environment,1-9 Employees,0018000000f9ZkYAAU
Seed Consulting Services Pty Ltd,2016,Environment,1-9 Employees,001C000000wCRlUIAW
Seeds Printing,2016,Overall; Environment,1-9 Employees,001C0000010h0n9IAA
SEQUIL Systems Inc.,2016,Environment; Workers,1-9 Employees,001C000000wFcUbIAK
Six Degree People,2016,Workers,1-9 Employees,001C000001MMyyXIAT
Smartrip,2016,Community,1-9 Employees,001C000001Agx3iIAB
Soapbox,2016,Community,1-9 Employees,001C000001GeDJ0IAN
Social Enterprise Finance Australia Ltd,2016,Overall,1-9 Employees,001C000001MW20kIAD
Social Impact Architects,2016,Overall,1-9 Employees,001C0000019N3M9IAK
SosDrinks,2016,Workers,1-9 Employees,001C000001Q4eVuIAJ
Spark cph ApS,2016,Overall; Workers,1-9 Employees,001C000001P5TbjIAF
Spark Strategy,2016,Workers,1-9 Employees,001C000001NNEczIAH
SQUIZ,2016,Overall; Community; Environment,1-9 Employees,001C000001P5yVtIAJ
Staach,2016,Environment,1-9 Employees,001C000000xABojIAG
Starvation Alley Farms,2016,Community,1-9 Employees,001C0000019MfOaIAK
STC Sunbelt SpA,2016,Environment,1-9 Employees,001C000001ICLcQIAX
Vivid Accountants & Advisers,2016,Workers,1-9 Employees,001C000001Nuh9oIAB
Volans,2016,Workers,1-9 Employees,001C0000012e06vIAA
Waste Farmers,2016,Environment,1-9 Employees,001C000001Ag6N2IAJ
WaterSmart Software,2016,Environment,1-9 Employees,001C000000r5aj3IAA
Y Scouts,2016,Workers,1-9 Employees,001C0000016ruG2IAI
"YIKES, Inc",2016,Workers,1-9 Employees,001C000000yiJdlIAE
Yulu Public Relations Inc.,2016,Workers,1-9 Employees,001C0000015R190IAC
Yumbutter,2016,Community,1-9 Employees,001C0000017y3N2IAI
Common Interests,2016,Customers,1-9 Employees,001C000001I2hpHIAR
City Light Capital,2016,Customers,1-9 Employees,0018000000OO2jJAAT
Worldcoo,2016,Customers,1-9 Employees,001C000001LPLSdIAP
Feronia Forests LLC,2016,Environment,1-9 Employees,001C000000yiqZEIAY
Unbelts,2016,Community,1-9 Employees,001C000001M9RGIIA3
Fluid IT,2016,Overall; Community,1-9 Employees,001C000001MN8H7IAL
FGS&Co.,2016,Community,1-9 Employees,001C000001JeJRIIA3
ForceBrain.com,2016,Workers,1-9 Employees,001C000000yj0UDIAY
Genashtim Pte Ltd,2016,Community,1-9 Employees,001C000001R2crRIAR
Global Cycling Adventures,2016,Workers,1-9 Employees,001C000001MZ05hIAD
Global Gaming Initiative,2016,Community,1-9 Employees,001C000001Cg8cVIAR
Global Leadership Foundation,2016,Overall; Community,1-9 Employees,001C0000015ozQLIAY
Graines de Changement,2016,Workers,1-9 Employees,001C0000019MjVxIAK
Grantbook,2016,Workers,1-9 Employees,001C0000015qDfVIAU
Green Factory,2016,Environment,1-9 Employees,001C0000016qCl5IAE
Green Home,2016,Environment,1-9 Employees,001C000000xBiCeIAK
GreenStep Solutions Inc.,2016,Environment,1-9 Employees,001C000000ziy22IAA
GROSCHE International Inc.,2016,Environment,1-9 Employees,001C000001J1HTHIA3
"Grounds for Change, SPC",2016,Overall; Community; Environment,1-9 Employees,0018000000ldxzAAAQ
grün versichert GmbH,2016,Community,1-9 Employees,001C000001P803HIAR
Happenate,2016,Workers,1-9 Employees,001C000001BWHcLIAX
Idealist Consulting,2016,Workers,1-9 Employees,0018000000OO2jpAAD
Immaculate Cleaning Services,2016,Community,1-9 Employees,001C0000018vkrGIAQ
Impakt,2016,Customers,1-9 Employees,001C0000010hm6LIAQ
Inesscents Aromatic Botanicals,2016,Community; Environment,1-9 Employees,001C000000rqhwDIAQ
Invested Development,2016,Workers,1-9 Employees,001C000000zj4JpIAI
"Investment Management Consultants, Inc",2016,Workers,1-9 Employees,001C000001C4JONIA3
Iroquois Valley Farmland REIT,2016,Overall,1-9 Employees,001C000000zjvMWIAY
KIVOY S.A.,2016,Environment,1-9 Employees,001C000001E7gcWIAR
Lightspan Digital,2016,Workers,1-9 Employees,001C0000012GwuHIAS
Aisle,2016,Environment,1-9 Employees,001C000000wDU7EIAW
Manoverboard Inc.,2016,Workers,1-9 Employees,001C000000xACgPIAW
"Manzimvula Ventures, Inc.",2016,Overall; Community,1-9 Employees,001C000000r5fopIAA
Maria Farinha Filmes,2016,Workers,1-9 Employees,001C0000018NDpAIAW
Mark Leibowitz Photography Inc.,2016,Workers,1-9 Employees,001C000000yj6d5IAA
Emdash,2016,Workers,1-9 Employees,001C000001NNqw0IAD
Message Agency,2016,Workers,1-9 Employees,001C0000017yhhxIAA
MiiR,2016,Overall; Community,1-9 Employees,001C0000014OBK5IAO
Mikado Consulting,2016,Overall; Community,1-9 Employees,001C000000wC9fpIAC
"Moementum, Inc",2016,Overall; Community,1-9 Employees,001C000000xByohIAC
Move Avaliação e Estratégia em Desenvolvimento Social,2016,Overall,1-9 Employees,001C000001LO68jIAD
"MRW Connected, Inc.",2016,Workers,1-9 Employees,001C0000017yFZCIA2
MUD Jeans International,2016,Environment,1-9 Employees,001C000001DyiNIIAZ
Nature Services Peru,2016,Overall; Community,1-9 Employees,001C000001GDXFRIA5
"Northeast Green Building Consulting, LLC",2016,Overall; Environment,1-9 Employees,001C000001JdCgJIAV
Noto Group Executive Search,2016,Workers,1-9 Employees,001C0000013yNwdIAE
Oliver Russell & Associates,2016,Workers,1-9 Employees,001C000000vAL1WIAW
OneEnergy Renewables,2016,Environment; Workers,1-9 Employees,0018000000mvORpAAM
Lafes,2016,Environment,1-9 Employees,001C0000018wJviIAE
Opaline SA,2016,Overall; Community,1-9 Employees,001C000001JdBxHIAV
Origin Climate,2016,Environment; Workers,1-9 Employees,001C000000zjbvXIAQ
Narrative Food,2016,Community,1-9 Employees,001C0000018N935IAC
Partnership Capital Growth,2016,Workers,1-9 Employees,0018000000OO2kUAAT
Peer,2016,Community,1-9 Employees,001C000001KMn9eIAD
Practical Energy Solutions,2016,Environment,1-9 Employees,0018000000OO2kaAAD
Praxis Consulting Group,2016,Overall; Workers,1-9 Employees,001C000000r5hl8IAA
Prosperity Candle,2016,Overall; Community,1-9 Employees,0018000000iDPyOAAW
Sustainable Business Consulting,2016,Workers,1-9 Employees,001C0000016qIheIAE
Susty Party,2016,Environment,1-9 Employees,001C0000014yu7RIAQ
Sweet'tauk,2016,Community,1-9 Employees,001C000001K14CUIAZ
Swink Webservices,2016,Overall; Community,1-9 Employees,001C000001LrCP7IAN
Textbooks for Change,2016,Community,1-9 Employees,001C0000012frx5IAA
One Water (Global Ethics Limited),2016,Community,1-9 Employees,001C000001KnvI2IAJ
The Tea Spot PBC,2016,Community,1-9 Employees,001C000000zidLTIAY
"thedatabank, Gbc. (General Benefit Corporation)",2016,Overall; Workers,1-9 Employees,0018000000YrhulAAB
TheGreenOffice.com,2016,Environment,1-9 Employees,0018000000OO2l0AAD
Thinkbaby & Thinksport,2016,Community,1-9 Employees,001C000001HFbJhIAL
This is L. Inc.,2016,Community,1-9 Employees,001C0000015qvpGIAQ
TMI Consulting,2016,Overall,1-9 Employees,001C0000011XrODIA0
Turbo,2016,Workers,1-9 Employees,001C0000016orH2IAI
Turnstile Tours,2016,Community,1-9 Employees,001C000001Afq8TIAR
Sendle,2016,Environment,1-9 Employees,001C00000181UCQIA2
United By Blue,2016,Community,1-9 Employees,001C000000pLj9YIAS
Viña Polkura SA,2016,Environment,1-9 Employees,001C000001EuzS9IAJ
AguaClara LLC,2016,Overall; Customers,1-9 Employees,001C000001HWeRCIA1
GeCo,2016,Overall; Customers,1-9 Employees,001C000001BY3JcIAL
"findhelp, a Public Benefit Corporation",2016,Customers,1-9 Employees,001C000000u2cGFIAY
InspiraFarms,2016,Customers,1-9 Employees,001C0000017xqAMIAY
Red Elephant,2016,Customers,1-9 Employees,001C0000011Yo1mIAC
Numbers for Good,2016,Customers,1-9 Employees,001C000001MLxwRIAT
OE Consulting,2016,Customers,1-9 Employees,001C000001Je24EIAR
Baluarte Cultura,2016,Customers,1-9 Employees,001C000001ISI0FIAX
Aither Pty Ltd,2016,Overall,1-9 Employees,001C0000019MJYmIAO
Outcomes for Children (Core Assets Group) Limited,2016,Overall; Customers,1-9 Employees,001C000001Q4d2PIAR
Ainsley's Pharmacy,2016,Customers,1-9 Employees,001C000001AgbFAIAZ
"Dev Equity, LLC",2016,Customers,1-9 Employees,001C0000018OY3YIAW
Mujeres del Pacifico,2016,Customers,1-9 Employees,001C000001EBKIqIAP
Farmland LP,2016,Overall; Customers; Workers,1-9 Employees,0018000000le9Z8AAI
The Products Comercial Ltda.,2016,Customers,1-9 Employees,001C000001Dx7tDIAR
Actitudlab,2016,Overall,1-9 Employees,001C000001E83JhIAJ
Incluyeme.com,2016,Customers,1-9 Employees,001C000001D3UuAIAV
xrunner Venture GmbH,2016,Overall; Customers; Environment,1-9 Employees,001C0000013zjb0IAA
Softcare,2016,Customers,1-9 Employees,001C000001BXhqMIAT
Goldfarb Financial,2016,Customers,1-9 Employees,001C000001MYEM9IAP
Unreasonable Group,2016,Customers,1-9 Employees,001C000001Q2xxiIAB
Benefacto,2016,Customers,1-9 Employees,001C000001P6pEiIAJ
Clean Yield Asset Management,2016,Overall; Customers; Workers,1-9 Employees,0018000000PSEogAAH
ESCO-Israeli Center for Social Business,2016,Customers,1-9 Employees,001C000001JOSQVIA5
Coschool SAS,2016,Customers,1-9 Employees,001C000001MZArhIAH
Neema,2016,Customers,1-9 Employees,001C000001P8N5pIAF
LUMNI CHILE,2016,Customers,1-9 Employees,001C000000yiQ9eIAE
"Gilded Rogue Enterprises, LLC",2016,Customers,1-9 Employees,001C0000019Mx4WIAS
Labora,2016,Overall; Customers,1-9 Employees,001C0000015RA18IAG
RSF Capital Management PBC,2016,Overall; Community; Customers,1-9 Employees,001C000000r5f6lIAA
Ethinvest,2016,Customers,1-9 Employees,001C0000015qgvXIAQ
Impactivo Consulting,2016,Overall; Customers,1-9 Employees,001C0000013EQADIA4
Earth Equity Advisors,2016,Customers,1-9 Employees,001C000001GE0BxIAL
WorkSquare,2016,Customers,1-9 Employees,001C000000zibKEIAY
Bond&Devick Wealth Partners,2016,Customers,1-9 Employees,001C0000018yTLFIA2
1908 Brands,2016,Environment,1-9 Employees,001C000001CH8v6IAD
KOGA S.A.,2016,Customers,1-9 Employees,001C00000141h7OIAQ
"Scoutcomms, Inc.",2016,Customers,1-9 Employees,001C000001AizFJIAZ
Hopemakers,2016,Customers,1-9 Employees,001C0000014z0VsIAI
Din4mo,2016,Customers,1-9 Employees,001C000001NvUmaIAF
AlmaNatura Social SL,2016,Overall,1-9 Employees,001C0000018QJQsIAO
Lucky Iron Fish Enterprise,2016,Customers,1-9 Employees,001C000001AfjvgIAB
Ivy,2016,Overall; Customers,1-9 Employees,001C000001LPyPGIA1
THREE SISTA'S,2016,Overall; Customers,1-9 Employees,001C000001HX2I5IAL
Acción Verde SAS,2016,Overall; Environment,1-9 Employees,001C000000ziebFIAQ
"Alima Cosmetics, Inc.",2016,Environment,1-9 Employees,0018000000OO2lpAAD
Almaciguera Consultora,2016,Customers,1-9 Employees,001C000001ICNdUIAX
Discovered,2016,Overall; Customers,1-9 Employees,001C000001EsF89IAF
HoraSalud,2016,Customers,1-9 Employees,001C000001HZIUKIA5
Fairtrade Original bv,2022,Community,10-49 Employees,0013b00001nF6E2AAK
The Craftory,2021,Governance,10-49 Employees,0013b00001o3k8rAAA
Milk & Honey PR,2021,Workers,10-49 Employees,0013b00001o4EzoAAE
Fat Beehive,2021,Workers,10-49 Employees,001C000001itPvVIAU
Divine Chocolate Ltd,2021,Community,10-49 Employees,001C000001SJ1KRIA1
Egremont Group,2021,Workers,10-49 Employees,0013b00001nEOTDAA4
Seacourt Ltd,2021,Environment,10-49 Employees,0013b00001oobayAAA
Radiant Law,2021,Governance,10-49 Employees,001C000001ivBfPIAU
CIRCA5000,2021,Customers,10-49 Employees,001C000001k9Q5VIAU
Yoyo Design,2021,Workers,10-49 Employees,0013b00001p1qXpAAI
Wholegrain Digital,2021,Governance,10-49 Employees,001C000001XQXM5IAP
House of Baukjen (Izzie & Ollie ltd),2021,Governance,10-49 Employees,0013b00001p2qpRAAQ
Resource Futures,2021,Governance,10-49 Employees,001C000001Ui3bTIAR
Oddbox,2021,Community,10-49 Employees,0013b00001qEsbzAAC
Good Business,2021,Workers,10-49 Employees,001C000001dfcKSIAY
Forster Communications,2021,Governance,10-49 Employees,001C000001P5UacIAF
PPL,2021,Workers,10-49 Employees,0013b00001qG9G4AAK
Outland Denim,2021,Community,10-49 Employees,001C000001UDglFIAT
Red Gum BBQ,2021,Community,10-49 Employees,001C000001cBq3eIAC
AWA Alliance Bank,2021,Governance,10-49 Employees,001C000001ffyAHIAY
Flow Hive (BeeInventive Pty Ltd),2021,Environment,10-49 Employees,001C000001aiWpGIAU
RetailOasis,2021,Workers,10-49 Employees,001C000001N4xurIAB
Future Super Services Pty Ltd,2021,Customers; Governance,10-49 Employees,001C000001K1t8hIAB
Maths Pathway,2021,Customers,10-49 Employees,001C000001R25iqIAB
Parker Clay,2021,Community,10-49 Employees,001C000001dgcKSIAY
TruTrade Africa,2021,Community,10-49 Employees,001C000001ivCIlIAM
ECO2LIBRIUM,2021,Customers,10-49 Employees,001C000001EA8YrIAL
Imani Academy,2021,Customers,10-49 Employees,0013b00001p2tmnAAA
Pearl Capital Partners,2021,Customers,10-49 Employees,001C000001bW8hyIAC
The Wren Design,2021,Workers,10-49 Employees,0013b00001qp52QAAQ
DOMI,2021,Community,10-49 Employees,001C000001Dixz8IAB
Greenvines,2021,Environment,10-49 Employees,001C000001K4bCiIAJ
"Come True Social Enterprise Co., Ltd.",2021,Community,10-49 Employees,001C000001agejTIAQ
Blueseeds Corp. Ltd.,2021,Community,10-49 Employees,0013b00001o4OS7AAM
ClimateCare,2021,Customers,10-49 Employees,001C000001MLva2IAD
Patients Know Best,2021,Governance,10-49 Employees,001C000001IW9gOIAT
Fluid IT,2021,Community,10-49 Employees,001C000001MN8H7IAL
One Water (Global Ethics Limited),2021,Community,10-49 Employees,001C000001KnvI2IAJ
Space Doctors Ltd,2021,Workers,10-49 Employees,001C000001SJ5aFIAT
True.,2021,Workers,10-49 Employees,0013b00001p0pSYAAY
Beauty Kitchen UK Ltd,2021,Community,10-49 Employees,001C000001UkbL9IAJ
Wallbrook,2021,Workers,10-49 Employees,0013b00001oomMoAAI
The Executive Coaching Consultancy,2021,Governance,10-49 Employees,001C000001iDtEiIAK
Ethinvest,2021,Customers,10-49 Employees,001C0000015qgvXIAQ
Australian Ethical Investment,2021,Customers; Governance,10-49 Employees,001C0000014QBrxIAG
Method Recycling,2021,Environment,10-49 Employees,001C000001lNl4LIAS
Community Services.Net Pty Ltd,2021,Customers,10-49 Employees,001C000001J2yUNIAZ
Articulate Marketing,2021,Workers,10-49 Employees,001C000001afeRYIAY
Baxi Partnership Limited,2021,Workers,10-49 Employees,001C000001WDCMJIA5
Resonance,2021,Customers; Governance,10-49 Employees,001C000001XtpSEIAZ
Abundance Investment,2021,Governance,10-49 Employees,001C000001giMEzIAM
Ecosurety,2021,Governance,10-49 Employees,001C000001lPXJKIA4
OxfordSM,2021,Workers; Governance,10-49 Employees,001C000001nAqojIAC
BritainThinks,2021,Workers,10-49 Employees,0013b00001qHh33AAC
Thrive Renewables plc,2021,Environment,10-49 Employees,0013b00001p3nKxAAI
3Keel LLP,2021,Workers,10-49 Employees,001C000001kABJGIA4
bio-bean Limited,2021,Environment,10-49 Employees,0013b00001nEefRAAS
MMC Ventures Limited,2021,Workers,10-49 Employees,0013b00001qFaQVAA0
Stoane Lighting,2021,Workers,10-49 Employees,0013b00001qp48NAAQ
Bresco Investimentos e Gestão Ltda.,2021,Environment,10-49 Employees,001C000001airbSIAQ
Revitaliza Consultores,2021,Environment,10-49 Employees,001C000001gi7sgIAA
Sempli,2021,Customers,10-49 Employees,001C000001iCllkIAC
Balloon Latam,2021,Customers,10-49 Employees,001C000001iDoTNIA0
Papel Semente,2021,Community,10-49 Employees,001C0000019JycQIAS
Movimento #EUVISTOOBEM,2021,Community,10-49 Employees,001C000001eEgyOIAS
S1 Medical,2021,Governance,10-49 Employees,001C000001WDZYEIA5
Bluedog Design,2021,Workers,10-49 Employees,0013b00001p4JG9AAM
TIDAL New York,2021,Community,10-49 Employees,0013b00001rGhcoAAC
Chicory Wealth,2021,Customers,10-49 Employees,001C000001jfb9SIAQ
Intrigue,2021,Workers,10-49 Employees,001C000001iCabaIAC
BrightHive,2021,Workers,10-49 Employees,0013b00001srbEZAAY
Ciudad Luz,2021,Environment,10-49 Employees,001C000001fgW6DIAU
Wakami,2021,Workers,10-49 Employees,001C0000015nz8tIAA
Eco Poop S.A.S,2021,Environment,10-49 Employees,001C000001ghSo1IAE
Aguacates La Vega,2021,Environment,10-49 Employees,001C000001mWD6oIAG
Yuxta Energy S.A.,2021,Governance,10-49 Employees,001C000001YH7oeIAD
Grupo REMM,2021,Workers,10-49 Employees,001C000001nGijhIAC
Okena,2021,Environment,10-49 Employees,001C0000019LEfXIAW
Unigoma,2021,Workers,10-49 Employees,0013b00001qEipkAAC
zafrán - Recetas honestas,2021,Workers,10-49 Employees,001C0000014ykRmIAI
Betterfly,2021,Community,10-49 Employees,001C000001iE479IAC
MagikJC Empreendimentos Imobiliários,2021,Customers,10-49 Employees,001C000001XwPC0IAN
Ejido Verde,2021,Environment,10-49 Employees,001C000001lLqZ5IAK
Los Goodfellas,2021,Governance,10-49 Employees,0013b00001rFimjAAC
Socialab,2021,Governance,10-49 Employees,0013b00001p1H09AAE
H3,2021,Governance,10-49 Employees,0013b00001qEBhWAAW
Regional Food,2021,Workers,10-49 Employees,0013b00001onngdAAA
Floyd|Snider,2021,Workers; Governance,10-49 Employees,001C000001aiIeVIAU
Blueland,2021,Environment,10-49 Employees,0013b00001ssMqfAAE
Ulula,2021,Customers,10-49 Employees,001C000001a1imSIAQ
Apollo Energy,2021,Environment; Workers,10-49 Employees,0013b00001o4EEFAA2
Elemental Energy,2021,Environment,10-49 Employees,001C000001fi6JbIAI
NBTA Credit Union,2021,Workers,10-49 Employees,001C000001WBw1aIAD
California Solar Electric Cooperative,2021,Workers,10-49 Employees,0013b00001p4OSRAA2
Increase,2021,Workers,10-49 Employees,001C000001Z8ZSnIAN
Inversiones SoyFocus SpA,2021,Governance,10-49 Employees,0013b00001p3WUvAAM
FAMA Investimentos,2021,Workers,10-49 Employees,0013b00001qFrJoAAK
Carambola Tecnologia LTDA,2021,Workers,10-49 Employees,0013b00001p2lsDAAQ
Portafolio Verde,2021,Customers; Governance,10-49 Employees,001C0000011Z2HBIA0
Eduhub,2021,Customers,10-49 Employees,0013b00001p376iAAA
Mokulua High Performance Builder,2021,Environment,10-49 Employees,001C000001dgUxzIAE
Ethelo,2021,Governance,10-49 Employees,001C000001a1BOAIA2
Coboom inc.,2021,Workers,10-49 Employees,0013b00001qoiwLAAQ
Compology,2021,Workers,10-49 Employees,0013b00001vNqAbAAK
Genashtim Pte Ltd,2021,Community,10-49 Employees,001C000001R2crRIAR
GENASHTIM SDN. BHD.,2021,Workers,10-49 Employees,001C000001lM5KKIA0
TARGET-DDI,2021,Community,10-49 Employees,001C000001C4EIPIA3
Grupo GAIA,2021,Community,10-49 Employees,001C000001Eths8IAB
4YOU2 Idiomas,2021,Customers,10-49 Employees,001C0000018QAqFIAW
Aguas Santa Amalia S.A.,2021,Community,10-49 Employees,001C0000018wpyTIAQ
PRAGMA,2021,Governance,10-49 Employees,001C000001UDlNxIAL
YouGreen Cooperativa,2021,Environment; Workers,10-49 Employees,001C000001MMddXIAT
Estudios y Consultorias Focus,2021,Customers,10-49 Employees,001C000000zl2NnIAI
Hipocampus,2021,Customers; Workers,10-49 Employees,001C000001XepZ3IAJ
Grameen de la Frontera,2021,Customers; Governance,10-49 Employees,001C000001aheqQIAQ
Suncolombia,2021,Customers,10-49 Employees,0013b00001rGVtoAAG
Hybrytec Solar,2021,Environment,10-49 Employees,001C0000011aIXcIAM
Recidar,2021,Community,10-49 Employees,001C000001ckBffIAE
Sarape Social,2021,Governance,10-49 Employees,001C000001dfigmIAA
Wright Capital Gestão de Recursos Ltda.,2021,Governance,10-49 Employees,001C000001YHFfpIAH
Rosario Bio Energy,2021,Environment,10-49 Employees,001C000001deLGgIAM
Sunew Filmes Fotovoltaicos Impressos S.A,2021,Environment,10-49 Employees,001C000001eWxdmIAC
Editora MOL,2021,Community,10-49 Employees,001C000001fh5E2IAI
Wongtschowski Kleiman Adavogados,2021,Workers,10-49 Employees,001C000001gcY8QIAU
HG Ingeniería y Construcciones SAS,2021,Environment,10-49 Employees,001C000001gcfGTIAY
Mamotest,2021,Customers,10-49 Employees,001C0000014yhUrIAI
NewInc Construtora,2021,Environment,10-49 Employees,001C0000019uMf1IAE
Cultiva Empresa,2021,Community; Environment,10-49 Employees,001C00000140ICTIA2
Iconosur,2021,Environment,10-49 Employees,001C000001eVwRtIAK
Sunshine Nut Company,2021,Community,10-49 Employees,001C000001LPqL6IAL
"GenerationHope, Inc.",2021,Community,10-49 Employees,001C000001aiLpOIAU
Growth Mosaic Ltd.,2021,Customers,10-49 Employees,001C000001eY59rIAC
Lioness Tile Private Limited,2021,Community,10-49 Employees,001C000001lP1pEIAS
ApiAfrique,2021,Workers,10-49 Employees,0013b00001rFeQ2AAK
Elevation,2021,Workers,10-49 Employees,0013b00001nEJ55AAG
"OYORI Asia Co., Ltd.",2021,Community,10-49 Employees,001C000001WEuFpIAL
S360 Sustainability Services,2021,Community,10-49 Employees,001C000001D4JSXIA3
Moyee Coffee,2021,Community,10-49 Employees,001C000001Esl4lIAB
Integral,2021,Workers,10-49 Employees,001C000001UiW6xIAF
Globalance Bank,2021,Customers,10-49 Employees,001C000001Ns7P3IAJ
Baisikeli ApS,2021,Community,10-49 Employees,001C000001ciZp4IAE
Innpact S.A.,2021,Customers,10-49 Employees,001C000001P7MLyIAN
mondora,2021,Governance,10-49 Employees,001C000001KnH8zIAF
Coffee Circle,2021,Community,10-49 Employees,001C0000012GK1zIAG
Enie.nl,2021,Environment,10-49 Employees,001C000001WkwYlIAJ
Ecosia GmbH,2021,Community,10-49 Employees,001C0000015nXQLIA2
share,2021,Community,10-49 Employees,001C000001bTKT6IAO
PNZ-Produkte GmbH,2021,Environment,10-49 Employees,0013b00001o47bTAAQ
N&B Srl Società Benefit,2021,Environment,10-49 Employees,001C000001UBY6lIAH
Shine,2021,Governance,10-49 Employees,0013b00001p1GTcAAM
"CPI Risk, Finance & Governance",2021,Governance,10-49 Employees,001C000001UkdziIAB
BeBright,2021,Governance,10-49 Employees,001C000001Kl3JEIAZ
MICROWD,2021,Customers,10-49 Employees,0013b00001p1So2AAE
Moonshot Academy,2021,Workers,10-49 Employees,001C000001ghnTNIAY
Little Genius International SpA SB,2021,Community; Governance,10-49 Employees,001C000001IDDxyIAH
Kiitos Technologies B.V.,2021,Workers,10-49 Employees,0013b00001qGq1UAAS
Ethos Services SA,2021,Governance,10-49 Employees,001C000001mMR4LIAW
UTOPIES,2021,Workers,10-49 Employees,001C0000017y7pVIAQ
Comerso,2021,Customers,10-49 Employees,0013b00001rIETNAA4
NATIVA Srl SB,2021,Workers; Governance,10-49 Employees,001C0000012GbyGIAS
Fairtrade Original bv,2021,Community,10-49 Employees,0013b00001nF6E2AAK
NWG spa SB,2021,Environment,10-49 Employees,001C000001Xv8knIAB
Treedom,2021,Workers; Governance,10-49 Employees,001C000000ziIDvIAM
EcoTree,2021,Environment,10-49 Employees,0013b00001qG7qPAAS
Delft Imaging,2021,Customers,10-49 Employees,001C000001nGnXDIA0
Gifts for Change,2021,Community,10-49 Employees,001C000001agolcIAA
Tomorrow GmbH,2021,Customers,10-49 Employees,001C000001gfLsaIAE
Ocean Sonics,2021,Environment,10-49 Employees,001C000001R2IjQIAV
Co-op Power / Northeast Biodiesel,2021,Community; Governance,10-49 Employees,0018000000muoXwAAI
"Varsity Technologies, Inc.",2021,Governance,10-49 Employees,001C000000xC1xnIAC
Equilibrium,2021,Customers; Governance,10-49 Employees,001C000000r5bHRIAY
Save On Meats,2021,Community,10-49 Employees,001C0000013zrgBIAQ
"American Prison Data Systems, PBC",2021,Customers; Governance,10-49 Employees,001C0000014P8NqIAK
"Imajine That, LLC",2021,Community; Customers,10-49 Employees,001C000001LPzIcIAL
Sonen Capital LLC,2021,Customers; Governance,10-49 Employees,001C0000011aQNKIA2
Sustainable Harvest,2021,Community,10-49 Employees,001C000000r65XzIAI
Seal the Seasons Inc,2021,Community,10-49 Employees,001C000001WEANPIA5
Catalyst Partners,2021,Environment,10-49 Employees,001C000001ISBvfIAH
ChicoBag & To-Go Ware,2021,Environment,10-49 Employees,001C000000v9e4JIAQ
"Abacus Wealth Partners, LLC",2021,Customers; Workers,10-49 Employees,0018000000OO2j3AAD
Worldways Social Marketing,2021,Governance,10-49 Employees,001C000001804NNIAY
Metropolitan Group,2021,Governance,10-49 Employees,0018000000PSEgFAAX
Walden Local Meat,2021,Community,10-49 Employees,001C000001XtUVYIA3
"City First Bank, N.A.",2021,Customers,10-49 Employees,001C000001K0rdNIAR
Preserve,2021,Environment,10-49 Employees,0018000000Rr4BqAAJ
"The Green Engineer, Inc.",2021,Environment; Workers,10-49 Employees,001C0000015rVxxIAE
PeaceWorks Technology Solutions,2021,Workers,10-49 Employees,001C000000r5jLXIAY
Rachio,2021,Environment,10-49 Employees,001C000001R258HIAR
Just Coffee Cooperative,2021,Community,10-49 Employees,001C000001NN3puIAD
Northeast Solar Design Associates,2021,Environment,10-49 Employees,001C000001a1MX7IAM
